ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
039913879X,Fatal Cure,Robin Cook,1994,Putnam Pub Group,http://images.amazon.com/images/P/039913879X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039913879X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039913879X.01.LZZZZZZZ.jpg
0099201410,Breathing Lessons,Anne Tyler,0,Trafalgar Square,http://images.amazon.com/images/P/0099201410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099201410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099201410.01.LZZZZZZZ.jpg
051513449x,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Jove Books,http://images.amazon.com/images/P/051513449X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513449X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513449X.01.LZZZZZZZ.jpg
0345420748,While I Was Gone,Sue Miller,2002,Ballantine Books,http://images.amazon.com/images/P/0345420748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345420748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345420748.01.LZZZZZZZ.jpg
225317114X,Invasion,Robin Cook,2000,LGF,http://images.amazon.com/images/P/225317114X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/225317114X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/225317114X.01.LZZZZZZZ.jpg
0399146164,Riptide,Catherine Coulter,2000,Putnam Publishing Group,http://images.amazon.com/images/P/0399146164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146164.01.LZZZZZZZ.jpg
0375431624,Skipping Christmas,JOHN GRISHAM,2001,Random House Large Print,http://images.amazon.com/images/P/0375431624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375431624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375431624.01.LZZZZZZZ.jpg
0140238212,Pride and Prejudice,Jane Austen,1995,Penguin Books Ltd,http://images.amazon.com/images/P/0140238212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140238212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140238212.01.LZZZZZZZ.jpg
0670032549,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,Viking Books,http://images.amazon.com/images/P/0670032549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670032549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670032549.01.LZZZZZZZ.jpg
0099271273,The Rainmaker,John Grisham,1998,Arrow,http://images.amazon.com/images/P/0099271273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099271273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099271273.01.LZZZZZZZ.jpg
1860498280,Slammerkin,Emma Donoghue,2000,Trafalgar Square,http://images.amazon.com/images/P/1860498280.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1860498280.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1860498280.01.LZZZZZZZ.jpg
0385311079,The Carousel,Belva Plain,1995,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385311079.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385311079.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385311079.01.LZZZZZZZ.jpg
0553479148,The Long Road Home,Danielle Steel,1998,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553479148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553479148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553479148.01.LZZZZZZZ.jpg
1841953237,The Crimson Petal and the White,Michel Faber,2002,Canongate Books Ltd,http://images.amazon.com/images/P/1841953237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1841953237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1841953237.01.LZZZZZZZ.jpg
0553289721,Mercy,David Lindsey,1991,Bantam Books,http://images.amazon.com/images/P/0553289721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553289721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553289721.01.LZZZZZZZ.jpg
0690040784,Jacob Have I Loved,Katherine Paterson,1980,HarperCollins,http://images.amazon.com/images/P/0690040784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0690040784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0690040784.01.LZZZZZZZ.jpg
0618260285,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,2002,Houghton Mifflin Company,http://images.amazon.com/images/P/0618260285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618260285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618260285.01.LZZZZZZZ.jpg
006016848x,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,http://images.amazon.com/images/P/006016848X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006016848X.01.LZZZZZZZ.jpg
0553381342,The Bonfire of the Vanities,TOM WOLFE,2001,Bantam,http://images.amazon.com/images/P/0553381342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553381342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553381342.01.LZZZZZZZ.jpg
0434009407,Hannibal,Thomas Harris,0,William Heinemann Ltd(england,http://images.amazon.com/images/P/0434009407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0434009407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0434009407.01.LZZZZZZZ.jpg
B00009NDAN,Winter Solstice,Rosamunde Pilcher,2000,St. Martin's Press,http://images.amazon.com/images/P/B00009NDAN.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/B00009NDAN.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/B00009NDAN.01.LZZZZZZZ.jpg
0451518012,Animal Farm,George Orwell,1956,Signet Book,http://images.amazon.com/images/P/0451518012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451518012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451518012.01.LZZZZZZZ.jpg
0812523369,Pride and Prejudice,Jane Austen,1994,Tor Books,http://images.amazon.com/images/P/0812523369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812523369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812523369.01.LZZZZZZZ.jpg
055338001X,I Know Why the Caged Bird Sings,MAYA ANGELOU,1997,Bantam,http://images.amazon.com/images/P/055338001X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055338001X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055338001X.01.LZZZZZZZ.jpg
039913414X,The Edge,Dick Francis,1989,Putnam Pub Group,http://images.amazon.com/images/P/039913414X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039913414X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039913414X.01.LZZZZZZZ.jpg
0821763776,Whispers,Lisa Jackson,1999,Zebra Books,http://images.amazon.com/images/P/0821763776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821763776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821763776.01.LZZZZZZZ.jpg
0140278826,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books Ltd,http://images.amazon.com/images/P/0140278826.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140278826.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140278826.01.LZZZZZZZ.jpg
0449701913,Homecoming,Cynthia Voigt,1983,Fawcett Books,http://images.amazon.com/images/P/0449701913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449701913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449701913.01.LZZZZZZZ.jpg
0553526847,The Brethren,John Grisham,2000,Random House Audio Publishing Group,http://images.amazon.com/images/P/0553526847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553526847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553526847.01.LZZZZZZZ.jpg
0451521560,Animal Farm,George Orwell,1986,New Amer Library Classics (Mm),http://images.amazon.com/images/P/0451521560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451521560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451521560.01.LZZZZZZZ.jpg
0340696621,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1998,Trafalgar Square,http://images.amazon.com/images/P/0340696621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340696621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340696621.01.LZZZZZZZ.jpg
0451180240,The Surgeon,Francis Roe,1994,Signet Book,http://images.amazon.com/images/P/0451180240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180240.01.LZZZZZZZ.jpg
1586210661,Me Talk Pretty One Day,David Sedaris,2001,Time Warner Audio Major,http://images.amazon.com/images/P/1586210661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586210661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586210661.01.LZZZZZZZ.jpg
0060958324,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,Robert M. Pirsig,2000,Perennial,http://images.amazon.com/images/P/0060958324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958324.01.LZZZZZZZ.jpg
0375701524,The Hundred Secret Senses,Amy Tan,1998,Vintage Books USA,http://images.amazon.com/images/P/0375701524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375701524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375701524.01.LZZZZZZZ.jpg
0451171810,The Dark Half,Stephen King,1994,Signet,http://images.amazon.com/images/P/0451171810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451171810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451171810.01.LZZZZZZZ.jpg
0553099612,Night Sins,Tami Hoag,1995,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553099612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553099612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553099612.01.LZZZZZZZ.jpg
0452284708,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,2003,Plume Books,http://images.amazon.com/images/P/0452284708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284708.01.LZZZZZZZ.jpg
0452284724,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,2003,Plume Books,http://images.amazon.com/images/P/0452284724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452284724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452284724.01.LZZZZZZZ.jpg
0451150643,Cujo,Stephen King,1983,Signet Book,http://images.amazon.com/images/P/0451150643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451150643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451150643.01.LZZZZZZZ.jpg
0694519405,I Know This Much Is True,Wally Lamb,1998,ReganBooks,http://images.amazon.com/images/P/0694519405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0694519405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0694519405.01.LZZZZZZZ.jpg
0881039217,Bridge to Terabithia,Katherine Paterson,1999,Sagebrush Bound,http://images.amazon.com/images/P/0881039217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881039217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881039217.01.LZZZZZZZ.jpg
0553381539,Beach Music,Pat Conroy,2002,Bantam,http://images.amazon.com/images/P/0553381539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553381539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553381539.01.LZZZZZZZ.jpg
0440238137,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,2003,Laurel Leaf,http://images.amazon.com/images/P/0440238137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440238137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440238137.01.LZZZZZZZ.jpg
0399141383,Sudden Prey,John Sandford,1996,Putnam Publishing Group,http://images.amazon.com/images/P/0399141383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399141383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399141383.01.LZZZZZZZ.jpg
0425167097,Toxin,Robin Cook,1999,Berkley Pub Group,http://images.amazon.com/images/P/0425167097.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425167097.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425167097.01.LZZZZZZZ.jpg
848328006X,1984,George Orwell,1997,"Plaza &amp; Janes Editores, S.A.",http://images.amazon.com/images/P/848328006X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/848328006X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/848328006X.01.LZZZZZZZ.jpg
043920352X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/043920352X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043920352X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043920352X.01.LZZZZZZZ.jpg
038097617X,Watermelon,Marian Keyes,1998,William Morrow &amp; Company,http://images.amazon.com/images/P/038097617X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038097617X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038097617X.01.LZZZZZZZ.jpg
0922066728,A Time to Kill,John Grisham,1992,Dell Publishing,http://images.amazon.com/images/P/0922066728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0922066728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0922066728.01.LZZZZZZZ.jpg
0671670069,Guardian Angel,Julie Garwood,1990,Pocket,http://images.amazon.com/images/P/0671670069.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671670069.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671670069.01.LZZZZZZZ.jpg
0399144412,The Reef,Nora Roberts,1998,Putnam Pub Group,http://images.amazon.com/images/P/0399144412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399144412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399144412.01.LZZZZZZZ.jpg
0671870998,The Wedding,Julie Garwood,1996,Pocket Books,http://images.amazon.com/images/P/0671870998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671870998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671870998.01.LZZZZZZZ.jpg
0671034014,Mercy,Julie Garwood,2001,Atria,http://images.amazon.com/images/P/0671034014.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671034014.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671034014.01.LZZZZZZZ.jpg
0553478907,A Man in Full,Tom Wolfe,1998,Bantam Books-Audio,http://images.amazon.com/images/P/0553478907.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553478907.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553478907.01.LZZZZZZZ.jpg
0553097156,Long After Midnight,Iris Johansen,1997,Bantam,http://images.amazon.com/images/P/0553097156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553097156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553097156.01.LZZZZZZZ.jpg
0590437615,The Promise,Robert Westall,1993,Scholastic,http://images.amazon.com/images/P/0590437615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590437615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590437615.01.LZZZZZZZ.jpg
0821736612,Night Prey,Carol Davis Luce,1992,Zebra Books,http://images.amazon.com/images/P/0821736612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821736612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821736612.01.LZZZZZZZ.jpg
0385307756,The Copper Beech,Maeve Binchy,1992,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385307756.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385307756.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385307756.01.LZZZZZZZ.jpg
0399134980,The Bad Place,Dean R. Koontz,1990,Putnam Pub Group,http://images.amazon.com/images/P/0399134980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399134980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399134980.01.LZZZZZZZ.jpg
0670846503,Gerald's Game,Stephen King,1992,Penguin Putnam~childrens Hc,http://images.amazon.com/images/P/0670846503.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670846503.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670846503.01.LZZZZZZZ.jpg
1583142827,Coming Home,Roberta Gayle,2002,Arabesque,http://images.amazon.com/images/P/1583142827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1583142827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1583142827.01.LZZZZZZZ.jpg
1883061067,Dreamcatcher,Lori Byrd,1995,Rising Tide Press (AZ),http://images.amazon.com/images/P/1883061067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1883061067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1883061067.01.LZZZZZZZ.jpg
0380730405,Rebecca,Daphne du Maurier,2001,Perennial,http://images.amazon.com/images/P/0380730405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730405.01.LZZZZZZZ.jpg
0394535979,Beloved,TONI MORRISON,1987,Knopf,http://images.amazon.com/images/P/0394535979.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394535979.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394535979.01.LZZZZZZZ.jpg
0397001517,To Kill a Mockingbird,Harper Lee,1960,Harpercollins,http://images.amazon.com/images/P/0397001517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0397001517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0397001517.01.LZZZZZZZ.jpg
081613295X,Gorky Park,Martin Cruz Smith,1981,G.K. Hall,http://images.amazon.com/images/P/081613295X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081613295X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081613295X.01.LZZZZZZZ.jpg
0899193099,Cold Sassy Tree,Olive Ann Burns,1984,Houghton Mifflin,http://images.amazon.com/images/P/0899193099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0899193099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0899193099.01.LZZZZZZZ.jpg
044651506X,Plum Island,Nelson DeMille,1997,Warner Books,http://images.amazon.com/images/P/044651506X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651506X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651506X.01.LZZZZZZZ.jpg
0553256157,I Know Why the Caged Bird Sings,Maya Angelou,1971,Bantam Books,http://images.amazon.com/images/P/0553256157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553256157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553256157.01.LZZZZZZZ.jpg
061328125X,The Virgin Suicides,Jeffrey Eugenides,2000,Sagebrush Bound,http://images.amazon.com/images/P/061328125X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/061328125X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/061328125X.01.LZZZZZZZ.jpg
0375430520,Fortune's Rocks: A Novel,Anita Shreve,1999,Random House Trade,http://images.amazon.com/images/P/0375430520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375430520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375430520.01.LZZZZZZZ.jpg
0140039589,Watership Down,Richard Adams,1974,Penguin Books,http://images.amazon.com/images/P/0140039589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140039589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140039589.01.LZZZZZZZ.jpg
0553199412,The Bourne Identity,Robert Ludlum,1984,Bantam Books,http://images.amazon.com/images/P/0553199412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553199412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553199412.01.LZZZZZZZ.jpg
0440977096,The Secret Garden,Frances Hodgson Burnett,1989,Laure Leaf,http://images.amazon.com/images/P/0440977096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440977096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440977096.01.LZZZZZZZ.jpg
0345418956,Jurassic Park,Michael Crichton,1997,Ballantine Books,http://images.amazon.com/images/P/0345418956.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345418956.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345418956.01.LZZZZZZZ.jpg
0425186768,Isle of Dogs,Patricia Cornwell,2002,Berkley Pub Group,http://images.amazon.com/images/P/0425186768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425186768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425186768.01.LZZZZZZZ.jpg
039914496X,Certain Prey,John Sandford,1999,Putnam Publishing Group,http://images.amazon.com/images/P/039914496X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039914496X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039914496X.01.LZZZZZZZ.jpg
0385182449,Pet Sematary,Stephen King,1993,Doubleday Books,http://images.amazon.com/images/P/0385182449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385182449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385182449.01.LZZZZZZZ.jpg
0385313543,The Glass Lake,Maeve Binchy,1995,Delacorte Press,http://images.amazon.com/images/P/0385313543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385313543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385313543.01.LZZZZZZZ.jpg
0060179333,Colony,Anne Rivers Siddons,1992,Harpercollins,http://images.amazon.com/images/P/0060179333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060179333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060179333.01.LZZZZZZZ.jpg
0451178017,Over the Edge,Jonathan Kellerman,1993,Signet Book,http://images.amazon.com/images/P/0451178017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451178017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451178017.01.LZZZZZZZ.jpg
0917053087,The Gift,Scott Edelman,1990,Space &amp; Time,http://images.amazon.com/images/P/0917053087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0917053087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0917053087.01.LZZZZZZZ.jpg
0670822167,Vanished,Mary McGarry Morris,1988,Penguin USA,http://images.amazon.com/images/P/0670822167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670822167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670822167.01.LZZZZZZZ.jpg
0553582895,Dark Rivers of the Heart,DEAN KOONTZ,2000,Bantam,http://images.amazon.com/images/P/0553582895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582895.01.LZZZZZZZ.jpg
0440115450,The Cradle Will Fall,Mary Higgins Clark,1983,Dell Publishing Company,http://images.amazon.com/images/P/0440115450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440115450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440115450.01.LZZZZZZZ.jpg
0788191799,The Regulators,Richard Bachman,1996,Diane Pub Co,http://images.amazon.com/images/P/0788191799.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0788191799.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0788191799.01.LZZZZZZZ.jpg
0671027379,Deception Point,Dan Brown,2001,Atria,http://images.amazon.com/images/P/0671027379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027379.01.LZZZZZZZ.jpg
0380760061,Temptation,Catherine Hart,1992,Harpercollins,http://images.amazon.com/images/P/0380760061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380760061.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380760061.01.LZZZZZZZ.jpg
0618129081,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,2001,Houghton Mifflin Company,http://images.amazon.com/images/P/0618129081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618129081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618129081.01.LZZZZZZZ.jpg
0060283130,"The Reptile Room (A Series of Unfortunate Events, Book 2)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0060283130.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060283130.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060283130.01.LZZZZZZZ.jpg
0394517482,Gorky Park,Martin Cruz Smith,1981,Random House Inc,http://images.amazon.com/images/P/0394517482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394517482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394517482.01.LZZZZZZZ.jpg
0394543963,The Bourne Supremacy,ROBERT LUDLUM,1986,Random House,http://images.amazon.com/images/P/0394543963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394543963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394543963.01.LZZZZZZZ.jpg
037540435X,Timeline,Michael Crichton,1999,Random House Audio,http://images.amazon.com/images/P/037540435X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037540435X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037540435X.01.LZZZZZZZ.jpg
0671682911,GARDEN OF SHADOWS (Dollanger Saga (Paperback)),V.C. Andrews,1989,Pocket,http://images.amazon.com/images/P/0671682911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671682911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671682911.01.LZZZZZZZ.jpg
0676973922,The Fourth Hand,John Irving,2001,Knopf Canada,http://images.amazon.com/images/P/0676973922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0676973922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0676973922.01.LZZZZZZZ.jpg
1570428654,Me Talk Pretty One Day,David Sedaris,2000,Time Warner Audio Major,http://images.amazon.com/images/P/1570428654.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570428654.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570428654.01.LZZZZZZZ.jpg
0440238153,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2003,Laurel Leaf,http://images.amazon.com/images/P/0440238153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440238153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440238153.01.LZZZZZZZ.jpg
0440238145,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,2003,Laurel Leaf,http://images.amazon.com/images/P/0440238145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440238145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440238145.01.LZZZZZZZ.jpg
